"CUST_ID","BALANCE","BALANCE_FREQUENCY","PURCHASES","ONEOFF_PURCHASES","INSTALLMENTS_PURCHASES","CASH_ADVANCE","PURCHASES_FREQUENCY","ONEOFF_PURCHASES_FREQUENCY","PURCHASES_INSTALLMENTS_FREQUENCY","CASH_ADVANCE_FREQUENCY","CASH_ADVANCE_TRX","PURCHASES_TRX","CREDIT_LIMIT","PAYMENTS","MINIMUM_PAYMENTS","PRC_FULL_PAYMENT","TENURE","Card_use_type","Months_used_for_Purchase","Monthly_Avg_Purchase","Months_used_for_cash_adv","Monthly_Avg_Cash_Adv_Amt","N.o_of_purchase_trans","N.o_of_cash_adv_trans","Limit_Usage","Payment_Ratio","kmeans_model.cluster"
"C10201",3983.923705,1,756.54,756.54,0,0,0.5,0.5,0,0,0,15,4000,1110.870941,1431.201171,0,12,"One-Off",6,126.09,0,0,50,0,0.99598092625,0.776180849701107,"2"
"C10203",281.170378,0.818182,3163.69,56.8,3106.89,0,0.75,0.083333,0.666667,0,0,36,8000,2422.911622,187.046284,0.888889,12,"Both Purchases",9,351.521111111111,0,0,88,0,0.03514629725,12.953540536523,"3"
"C10205",1973.814964,1,873,873,0,0,0.166667,0.166667,0,0,0,5,8000,541.722532,762.682834,0,12,"One-Off",2,436.5,0,0,175,0,0.2467268705,0.71028546579298,"2"
"C10208",566.546048,0.909091,405.75,313.75,92,1044.651618,0.5,0.166667,0.416667,0.333333,6,12,2000,1249.835142,313.052687,0,12,"All Three",6,67.625,4,261.1629045,34,174,0.283273024,3.99241148184107,"2"
"C10209",24.527253,0.909091,261.64,0,261.64,0,0.833333,0,0.833333,0,0,10,4000,376.758504,169.78292,0.818182,12,"Installment",10,26.164,0,0,26,0,0.00613181325,2.21906010333666,"3"
"C10213",2.67713,0.090909,43.39,0,43.39,0,0.083333,0,0.083333,0,0,1,4000,130.107234,29.700051,0.090909,12,"Installment",1,43.39,0,0,43,0,0.0006692825,4.38070742706805,"1"
"C10214",1570.682346,1,645.32,645.32,0,1665.331678,0.166667,0.166667,0,0.416667,9,2,1800,2591.391006,808.217224,0,12,"One-Off",2,322.66,5,333.0663356,323,185,0.872601303333333,3.20630509849169,"2"
"C10217",64.080909,0.454545,927,600,327,0,0.25,0.083333,0.166667,0,0,4,5000,1260.16384,59.04439,0.222222,12,"Both Purchases",3,309,0,0,232,0,0.0128161818,21.3426515203223,"1"
"C10219",3670.50596,1,965.5,876.13,89.37,0,0.5,0.5,0.083333,0,0,9,7500,1034.932404,941.496383,0,12,"Both Purchases",6,160.916666666667,0,0,107,0,0.489400794666667,1.09924203925487,"2"
"C10221",768.004936,1,336.41,336.41,0,0,0.75,0.75,0,0,0,9,6000,947.696134,217.027653,0,12,"One-Off",9,37.3788888888889,0,0,37,0,0.128000822666667,4.3667068269867,"3"
"C10222",75.647479,0.727273,540,0,540,0,0.25,0,0.166667,0,0,3,4000,548.967281,48.659935,0,12,"Installment",3,180,0,0,180,0,0.01891186975,11.2817101173686,"1"
"C10223",2.433254,0.181818,36,0,36,0,0.166667,0,0.083333,0,0,2,7500,0,79.7582222716558,0,12,"Installment",2,18,0,0,18,0,0.000324433866666667,0,"1"
"C10224",1121.730896,1,878.52,103.1,775.42,197.648111,1,0.166667,0.916667,0.083333,1,39,1500,542.836917,471.496776,0,12,"All Three",12,73.21,1,197.648111,23,198,0.747820597333333,1.15130568146239,"2"
"C10227",2053.441598,1,493.85,441.35,52.5,1738.33378,0.5,0.333333,0.25,0.833333,16,10,2000,2795.059574,2661.324808,0,12,"All Three",6,82.3083333333333,10,173.833378,49,109,1.026720799,1.05025120030369,"2"
"C10230",3061.213971,1,1829.2,1792.7,36.5,0,1,1,0.083333,0,0,17,7000,971.234118,985.954762,0,12,"Both Purchases",12,152.433333333333,0,0,108,0,0.437316281571429,0.985069655761752,"2"
"C10231",41.642389,0.857143,75.99,75.99,0,0,0.142857,0.142857,0,0,0,1,2700,69.163384,99.401747,0,7,"One-Off",1,75.99,0,0,76,0,0.015423107037037,0.695796463215078,"3"
"C10234",28.461629,1,100,100,0,0,0.083333,0.083333,0,0,0,1,4000,125.769169,104.857518,0,12,"One-Off",1,100,0,0,100,0,0.00711540725,1.19942920067973,"3"
"C10235",4178.625215,1,1431.89,430.69,1001.2,0,1,0.416667,0.833333,0,0,39,4000,2384.542045,3868.70983,0,12,"Both Purchases",12,119.324166666667,0,0,37,0,1.04465630375,0.616366217623512,"2"
"C10236",3019.019487,1,2260.41,1356.33,904.08,0,0.833333,0.416667,0.75,0,0,25,8500,2187.930651,739.224894,0,12,"Both Purchases",10,226.041,0,0,90,0,0.355178763176471,2.9597632178767,"2"
"C10237",1.045584,0.333333,0,0,0,466.643895,0,0,0,0.111111,1,0,1200,1068.581252,25.537,0.5,9,"Cash Advance",0,0,1,466.643895,0,467,0.00087132,41.8444316873556,"1"
"C10239",1070.999446,1,990.7,482,508.7,0,0.75,0.25,0.583333,0,0,13,1400,505.317328,438.324017,0,12,"Both Purchases",9,110.077777777778,0,0,76,0,0.764999604285714,1.15283969940438,"2"
"C10240",279.608696,1,3034.92,0,3034.92,0,1,0,1,0,0,12,2900,2928.909865,2733.317012,0.083333,12,"Installment",12,252.91,0,0,253,0,0.0964167917241379,1.07155878814689,"3"
"C10241",1255.901821,1,1038.81,1038.81,0,1092.634704,0.916667,0.916667,0,0.083333,1,21,5700,1215.454299,422.331098,0,12,"One-Off",11,94.4372727272727,1,1092.634704,49,1093,0.220333652807018,2.87796542749499,"3"
"C10242",2229.857287,1,45.65,45.65,0,0,0.083333,0.083333,0,0,0,1,2500,542.7463,628.211031,0,12,"One-Off",1,45.65,0,0,46,0,0.8919429148,0.863955379987589,"2"
"C10243",2363.489077,1,2641.98,1386.3,1255.68,263.884743,0.833333,0.666667,0.75,0.083333,1,41,3000,1839.928884,1075.456585,0,12,"All Three",10,264.198,1,263.884743,64,264,0.787829692333333,1.71083510916436,"2"
"C10244",4014.388265,1,1189.52,1189.52,0,0,1,1,0,0,0,12,8000,0,950.648979558927,0,12,"One-Off",12,99.1266666666667,0,0,99,0,0.501798533125,0,"2"
"C10247",48.898611,0.545455,247.09,0,247.09,182.357669,0.5,0,0.416667,0.166667,3,7,5500,409.594792,69.921472,0,12,"Installment",6,41.1816666666667,2,91.1788345,35,61,0.00889065654545455,5.85792575991535,"1"
"C10248",1874.716289,1,301.1,83,218.1,0,0.583333,0.166667,0.333333,0,0,10,1950,586.974046,1089.040271,0,12,"Both Purchases",7,43.0142857142857,0,0,30,0,0.961392968717949,0.538982865584041,"2"
"C10249",3215.511032,0.818182,1112.2,1112.2,0,7616.064965,0.25,0.25,0,0.25,4,4,7200,0,936.51750933575,0,12,"One-Off",3,370.733333333333,3,2538.68832166667,278,1904,0.446598754444444,0,"2"
"C10252",558.476701,1,630.03,630.03,0,0,0.090909,0.090909,0,0,0,1,5500,426.092563,213.369694,0,11,"One-Off",1,630.03,0,0,630,0,0.101541218363636,1.99696852449908,"3"
"C10253",2814.207626,1,3197.24,2080.02,1117.22,0,1,0.666667,1,0,0,49,3000,3574.480603,1328.897516,0,12,"Both Purchases",12,266.436666666667,0,0,65,0,0.938069208666667,2.68980907855049,"2"
"C10254",8.061012,0.363636,133,0,133,0,0.25,0,0.166667,0,0,3,3000,130.61272,41.436595,0.181818,12,"Installment",3,44.3333333333333,0,0,44,0,0.002687004,3.15211035076603,"1"
"C10256",6.390383,1,79.66,0,79.66,0,1,0,1,0,0,12,1500,75.896288,75.967742,0,12,"Installment",12,6.63833333333333,0,0,7,0,0.00426025533333333,0.999059416561308,"3"
"C10259",2344.478291,1,1041.63,1041.63,0,4003.968939,0.25,0.25,0,0.333333,6,14,4000,3033.665478,716.70488,0,12,"One-Off",3,347.21,4,1000.99223475,74,667,0.58611957275,4.2327959005944,"2"
"C10260",996.48222,1,675.96,0,675.96,0,1,0,1,0,0,12,1000,1851.602411,1382.292833,0.083333,12,"Installment",12,56.33,0,0,56,0,0.99648222,1.33951530876526,"2"
"C10261",19.508047,1,193.14,0,193.14,0,0.416667,0,0.416667,0,0,5,2000,220.46377,71.965063,0.25,12,"Installment",5,38.628,0,0,39,0,0.0097540235,3.06348331828738,"3"
"C10265",22.189283,0.363636,234.16,0,234.16,0,0.363636,0,0.272727,0,0,4,1500,479.910499,149.977816,0.5,11,"Installment",4,58.54,0,0,59,0,0.0147928553333333,3.19987656707843,"1"
"C10266",5.871769,0.818182,29.68,29.68,0,0,0.083333,0.083333,0,0,0,1,10000,76.943584,75.595199,0,12,"One-Off",1,29.68,0,0,30,0,0.0005871769,1.01783691316164,"1"
"C10270",1668.591831,1,0,0,0,1716.941235,0,0,0,0.166667,5,0,1800,2166.981163,568.063083,0.083333,12,"Cash Advance",0,0,2,858.4706175,0,343,0.926995461666667,3.81468401635246,"2"
"C10272",2903.781184,1,3014.23,1340.34,1673.89,103.610197,1,0.833333,1,0.083333,1,93,4500,1350.370286,655.633916,0,12,"All Three",12,251.185833333333,1,103.610197,32,104,0.645284707555556,2.05964068216386,"2"
"C10275",614.263149,0.727273,408.93,74.8,334.13,0,0.5,0.083333,0.5,0,0,10,9000,2161.153147,312.343947,0,12,"Both Purchases",6,68.155,0,0,41,0,0.068251461,6.91914528121142,"3"
"C10277",1082.33027,1,2980.46,657.78,2322.68,0,1,0.5,1,0,0,50,6000,1116.967993,289.439818,0,12,"Both Purchases",12,248.371666666667,0,0,60,0,0.180388378333333,3.85906818459926,"3"
"C10278",2734.66412,1,560.73,560.73,0,0,0.916667,0.916667,0,0,0,11,7500,717.798364,670.049653,0,12,"One-Off",11,50.9754545454545,0,0,51,0,0.364621882666667,1.07126145172409,"2"
"C10279",80.708806,1,569.9,569.9,0,0,0.166667,0.166667,0,0,0,3,9500,634.000055,92.012927,0.083333,12,"One-Off",2,284.95,0,0,190,0,0.00849566378947368,6.89033677843984,"3"
"C10282",3905.365959,1,150.8,150.8,0,1659.19931,0.166667,0.166667,0,0.416667,5,2,7500,990.524408,989.783286,0,12,"One-Off",2,75.4,5,331.839862,75,332,0.5207154612,1.00074877198927,"2"
"C10286",2.564117,0.181818,47.95,47.95,0,0,0.083333,0.083333,0,0,0,1,1500,294.507498,86.245988,0,12,"One-Off",1,47.95,0,0,48,0,0.00170941133333333,3.41473852673588,"1"
"C10287",1873.084577,1,126.57,126.57,0,181.139378,0.25,0.25,0,0.083333,1,4,2100,483.557464,524.426392,0,12,"One-Off",3,42.19,1,181.139378,32,181,0.891945036666667,0.922069276788038,"2"
"C10288",32.124999,0.272727,380.89,380.89,0,0,0.083333,0.083333,0,0,0,1,5700,0,80.8151933789415,0,12,"One-Off",1,380.89,0,0,381,0,0.00563596473684211,0,"1"
"C10290",1504.82705,1,2010,630,1380,1189.292764,1,0.166667,1,0.083333,1,14,8500,859.829946,479.831475,0,12,"All Three",12,167.5,1,1189.292764,144,1189,0.177038476470588,1.79194152697048,"3"
"C10292",1129.33758,1,498.96,0,498.96,72.259355,1,0,1,0.083333,1,12,1000,829.505486,1623.389428,0,12,"Installment",12,41.58,1,72.259355,42,72,1.12933758,0.510971349013861,"2"
"C10293",668.956687,1,224.2,148.12,76.08,0,0.583333,0.083333,0.416667,0,0,9,9500,568.336995,272.270427,0,12,"Both Purchases",7,32.0285714285714,0,0,25,0,0.0704164933684211,2.08739891901664,"3"
"C10294",2302.184366,1,2856.57,922.84,1933.73,0,1,0.25,1,0,0,62,2500,2914.419813,2173.680619,0,12,"Both Purchases",12,238.0475,0,0,46,0,0.9208737464,1.34077646344419,"2"
"C10295",272.711518,0.818182,0,0,0,682.156051,0,0,0,0.083333,2,0,3000,2755.877257,144.621645,0.181818,12,"Cash Advance",0,0,1,682.156051,0,341,0.0909038393333333,19.0557731313318,"1"
"C10297",2420.761135,1,0,0,0,567.233798,0,0,0,0.083333,2,0,3000,871.713321,609.206784,0,12,"Cash Advance",0,0,1,567.233798,0,284,0.806920378333333,1.43089890640482,"2"
"C10298",2935.324966,1,409.63,351.87,57.76,1876.241162,0.583333,0.583333,0.083333,0.25,4,12,5000,580.13865,1114.588285,0,12,"All Three",7,58.5185714285714,3,625.413720666667,34,469,0.5870649932,0.520495915673472,"2"
"C10299",83.148283,0.636364,843.34,843.34,0,0,0.5,0.5,0,0,0,17,6500,1024.267592,122.850835,0.5,12,"One-Off",6,140.556666666667,0,0,50,0,0.0127920435384615,8.33748986728499,"1"
"C10301",280.142117,1,2236.49,758.52,1477.97,0,1,1,0.666667,0,0,34,10000,1986.838064,233.614975,1,12,"Both Purchases",12,186.374166666667,0,0,66,0,0.0280142117,8.50475473158345,"3"
"C10303",3605.714046,1,1779,1779,0,0,0.166667,0.166667,0,0,0,2,5000,856.05828,761.012234,0,12,"One-Off",2,889.5,0,0,890,0,0.7211428092,1.12489424184474,"2"
"C10304",3992.261885,1,0,0,0,348.834361,0,0,0,0.583333,9,0,4000,1057.678259,1229.820066,0,12,"Cash Advance",0,0,7,49.8334801428571,0,39,0.99806547125,0.860026835015066,"2"
"C10305",41.833264,1,456.36,0,456.36,0,1,0,0.916667,0,0,14,6000,370.996177,163.287618,0.333333,12,"Installment",12,38.03,0,0,33,0,0.00697221066666667,2.27204108642212,"3"
"C10307",1521.1681,1,245.98,245.98,0,2792.67597,0.166667,0.166667,0,0.25,3,2,6000,2261.523522,388.258009,0,12,"One-Off",2,122.99,3,930.89199,123,931,0.253528016666667,5.82479554723107,"2"
"C10309",2503.107213,1,733.9,733.9,0,0,1,1,0,0,0,13,3000,1620.193277,857.535876,0,12,"One-Off",12,61.1583333333333,0,0,56,0,0.834369071,1.88935917708474,"2"
"C10310",191.450711,1,1641.07,1641.07,0,380.972341,0.666667,0.666667,0,0.083333,1,15,500,1583.918811,137.046292,0.636364,12,"One-Off",8,205.13375,1,380.972341,109,381,0.382901422,11.5575459057294,"3"
"C10311",3621.70204,1,674.73,674.73,0,1684.957411,0.25,0.25,0,0.166667,8,12,4000,1139.058595,1403.477006,0,12,"One-Off",3,224.91,2,842.4787055,56,211,0.90542551,0.811597618008998,"2"
"C10314",388.873921,0.727273,1579.15,1462.35,116.8,0,0.583333,0.5,0.25,0,0,15,2700,451.600059,199.955286,0,12,"Both Purchases",7,225.592857142857,0,0,105,0,0.144027378148148,2.25850522901405,"3"
"C10316",208.131845,1,2161.38,451.5,1709.88,0,1,0.166667,1,0,0,41,4500,2059.879468,165.05215,1,12,"Both Purchases",12,180.115,0,0,53,0,0.0462515211111111,12.4801734966797,"3"
"C10317",169.088238,1,1482.19,446.07,1036.12,0,1,0.583333,0.666667,0,0,26,6000,1289.570234,173.686552,0.666667,12,"Both Purchases",12,123.515833333333,0,0,57,0,0.028181373,7.42469822303802,"3"
"C10318",133.911556,1,1446.05,544.45,901.6,0,1,0.083333,1,0,0,16,3500,1364.121036,186.240772,0.833333,12,"Both Purchases",12,120.504166666667,0,0,90,0,0.0382604445714286,7.32450269267569,"3"
"C10319",1613.34907,0.909091,0,0,0,1606.322681,0,0,0,0.181818,3,0,4500,312.433361,648.139459,0,11,"Cash Advance",0,0,2,803.1613405,0,535,0.358522015555556,0.482046505056252,"2"
"C10320",566.908563,1,397.06,303.7,93.36,0,0.666667,0.166667,0.583333,0,0,12,2100,0,644.106058344551,0,12,"Both Purchases",8,49.6325,0,0,33,0,0.269956458571429,0,"3"
"C10322",1329.967543,1,2009.12,1296.68,712.44,1763.794583,1,1,1,0.25,10,36,2500,2715.972095,956.330023,0,12,"All Three",12,167.426666666667,3,587.931527666667,56,176,0.5319870172,2.83999459358184,"2"
"C10323",515.904786,1,5359.02,2399.78,2959.24,0,1,1,1,0,0,60,6000,0,1381.12465912354,0,12,"Both Purchases",12,446.585,0,0,89,0,0.085984131,0,"3"
"C10324",927.041961,1,0,0,0,402.974164,0,0,0,0.333333,5,0,1000,719.974244,339.553093,0,12,"Cash Advance",0,0,4,100.743541,0,81,0.927041961,2.12035837352835,"2"
"C10325",1872.767651,1,0,0,0,3394.509419,0,0,0,0.166667,3,0,5500,1151.721386,627.015802,0,12,"Cash Advance",0,0,2,1697.2547095,0,1132,0.340503209272727,1.83682992091482,"2"
"C10326",185.396312,1,0,0,0,842.456926,0,0,0,0.363636,7,0,1000,117.542764,137.6915,0,11,"Cash Advance",0,0,4,210.6142315,0,120,0.185396312,0.853667539390594,"2"
"C10327",4823.822993,0.857143,0,0,0,6481.300951,0,0,0,0.142857,4,0,7000,863.62306,1148.631716,0,7,"Cash Advance",0,0,1,6481.300951,0,1620,0.689117570428571,0.751871159371678,"2"
"C10328",994.105777,1,126.2,126.2,0,0,0.833333,0.833333,0,0,0,10,1950,314.302968,417.290247,0,12,"One-Off",10,12.62,0,0,13,0,0.509797834358974,0.753199889668162,"3"
"C10329",40.089221,1,225,0,225,0,1,0,1,0,0,12,1500,325.578502,286.122587,0.166667,12,"Installment",12,18.75,0,0,19,0,0.0267261473333333,1.13789863783106,"3"
"C10330",0.478714,0.090909,734.97,159,575.97,0,0.833333,0.083333,0.75,0,0,16,6000,1159.135064,28.8948972070625,0,12,"Both Purchases",10,73.497,0,0,46,0,7.97856666666667e-05,40.1155628169768,"1"
"C10331",4732.37354,1,14.95,0,14.95,2173.356068,0.083333,0,0.083333,0.416667,11,1,5700,1289.284068,1172.289863,0,12,"Installment",1,14.95,5,434.6712136,15,198,0.830240971929824,1.09979972419159,"2"
"C10334",2233.074041,1,445.2,445.2,0,0,0.166667,0.166667,0,0,0,4,8000,1042.991769,579.587654,0,12,"One-Off",2,222.6,0,0,111,0,0.279134255125,1.79954103887796,"2"
"C10335",1867.649838,1,0,0,0,3264.573342,0,0,0,0.666667,9,0,4500,476.162309,401.970276,0,12,"Cash Advance",0,0,8,408.07166775,0,363,0.415033297333333,1.18457094325054,"2"
"C10336",57.842746,1,689.34,0,689.34,0,1,0,1,0,0,24,1500,453.842413,148.28357,0.333333,12,"Installment",12,57.445,0,0,29,0,0.0385618306666667,3.0606385656887,"3"
"C10338",2459.862339,1,678,678,0,927.25167,1,1,0,0.25,4,12,2500,1926.31853,1933.173023,0,12,"One-Off",12,56.5,3,309.08389,56,232,0.9839449356,0.996454278578043,"2"
"C10339",850.630114,1,0.05,0.05,0,1700.634586,0.083333,0.083333,0,0.333333,7,1,1000,1084.281127,367.409536,0,12,"One-Off",1,0.05,4,425.1586465,0,243,0.850630114,2.95115129238235,"2"
"C10340",353.198215,1,3085.69,3032.97,52.72,0,1,1,0.083333,0,0,21,8500,2690.525687,192.66679,1,12,"Both Purchases",12,257.140833333333,0,0,147,0,0.0415527311764706,13.9646572561883,"3"
"C10341",2669.160638,1,0,0,0,142.141325,0,0,0,0.166667,2,0,3000,642.777061,1122.076137,0,12,"Cash Advance",0,0,2,71.0706625,0,71,0.889720212666667,0.572846208741716,"2"
"C10342",92.440743,0.909091,1080,1080,0,0,0.75,0.75,0,0,0,12,6000,1077.058667,169.005281,1,12,"One-Off",9,120,0,0,90,0,0.0154067905,6.3729290624948,"3"
"C10345",2324.086254,0.909091,0,0,0,1600.758078,0,0,0,0.909091,13,0,2300,2147.890523,2077.873573,0,11,"Cash Advance",0,0,10,160.0758078,0,123,1.01047228434783,1.03369644376338,"2"
"C10347",98.364739,0.181818,65,0,65,0,0.166667,0,0.166667,0,0,2,1200,718.794328,53.655347,0,12,"Installment",2,32.5,0,0,32,0,0.0819706158333333,13.396508795293,"1"
"C10349",16.93339,0.454545,174.42,0,174.42,0,0.333333,0,0.25,0,0,5,2500,347.08638,149.301101,0.75,12,"Installment",4,43.605,0,0,35,0,0.006773356,2.32474092739611,"1"
"C10351",907.982017,1,216.94,216.94,0,1011.997944,0.166667,0.166667,0,0.166667,5,3,3200,222.02316,300.210049,0,12,"One-Off",2,108.47,2,505.998972,72,202,0.2837443803125,0.739559387633956,"2"
"C10353",1254.6691,1,361.73,361.73,0,198.686744,0.166667,0.166667,0,0.083333,1,2,1500,535.606816,432.68808,0,12,"One-Off",2,180.865,1,198.686744,181,199,0.836446066666667,1.23785895835171,"2"
"C10354",80.336636,0.6,330,330,0,0,0.1,0.1,0,0,0,1,1800,345.330572,85.297166,0,10,"One-Off",1,330,0,0,330,0,0.0446314644444444,4.04855856524002,"1"
"C10355",260.838885,1,2854.11,1797.96,1056.15,0,1,0.833333,0.916667,0,0,51,9500,2437.332725,176.283228,1,12,"Both Purchases",12,237.8425,0,0,56,0,0.0274567247368421,13.8262315289575,"3"
"C10356",17.356961,0.454545,390,90,300,0,0.5,0.083333,0.5,0,0,7,2000,302.454171,74.667401,0,12,"Both Purchases",6,65,0,0,56,0,0.0086784805,4.05068566669409,"1"
"C10357",1897.672025,1,422.18,422.18,0,0,1,1,0,0,0,12,5500,2961.632199,440.30634,0,12,"One-Off",12,35.1816666666667,0,0,35,0,0.345031277272727,6.72629923748089,"3"
"C10358",1032.241153,1,1005.52,464.5,541.02,0,1,0.5,0.833333,0,0,33,3000,1866.265366,237.328382,0,12,"Both Purchases",12,83.7933333333333,0,0,30,0,0.344080384333333,7.86364171985127,"3"
"C10360",21.580264,0.909091,284.72,0,284.72,0,0.666667,0,0.666667,0,0,16,5000,344.161416,155.792859,0.8,12,"Installment",8,35.59,0,0,18,0,0.0043160528,2.20909622051419,"3"
"C10365",36.567901,0.090909,1098.31,1098.31,0,0,0.083333,0.083333,0,0,0,1,4800,0,81.0146454416818,0,12,"One-Off",1,1098.31,0,0,1098,0,0.00761831270833333,0,"1"
"C10366",41.754778,0.181818,636.15,636.15,0,0,0.166667,0.166667,0,0,0,5,8500,918.414211,57.150516,0.181818,12,"One-Off",2,318.075,0,0,127,0,0.00491232682352941,16.0700948176916,"1"
"C10370",214.896542,0.636364,0,0,0,1192.015721,0,0,0,0.083333,1,0,3000,2298.902197,214.263752,0.2,12,"Cash Advance",0,0,1,1192.015721,0,1192,0.0716321806666667,10.7293099067919,"1"
"C10371",1543.287931,1,0,0,0,36.481832,0,0,0,0.083333,1,0,1800,548.589391,529.340488,0,12,"Cash Advance",0,0,1,36.481832,0,36,0.857382183888889,1.03636393481392,"2"
"C10372",601.92037,1,983.77,603.77,380,0,0.666667,0.416667,0.25,0,0,15,2400,389.411161,219.465695,0,12,"Both Purchases",8,122.97125,0,0,66,0,0.250800154166667,1.77436004747804,"3"
"C10373",1261.05733,1,0,0,0,474.429843,0,0,0,0.25,3,0,1500,866.865018,354.381003,0,12,"Cash Advance",0,0,3,158.143281,0,158,0.840704886666667,2.44613850816377,"2"
"C10376",813.068705,1,439.38,439.38,0,727.658311,0.083333,0.083333,0,0.25,8,2,1200,237.996469,265.708814,0,12,"One-Off",1,439.38,3,242.552770333333,220,91,0.677557254166667,0.895704080783711,"2"
"C10377",1279.325142,1,1207.25,0,1207.25,0,1,0,1,0,0,59,1200,1282.705869,1300.596775,0,12,"Installment",12,100.604166666667,0,0,20,0,1.066104285,0.986244079376562,"2"
"C10378",237.669312,1,259.13,259.13,0,0,0.083333,0.083333,0,0,0,1,2300,2680.635587,2503.374595,0.25,12,"One-Off",1,259.13,0,0,259,0,0.103334483478261,1.07080881636893,"3"
"C10384",282.934373,0.181818,0,0,0,2333.150712,0,0,0,0.083333,1,0,3000,0,425.55379224545,0,12,"Cash Advance",0,0,1,2333.150712,0,2333,0.0943114576666667,0,"1"
"C10386",2045.541408,1,1067.28,0,1067.28,0,1,0,1,0,0,30,2000,2021.775795,3073.416298,0,12,"Installment",12,88.94,0,0,36,0,1.022770704,0.657826860720318,"2"
"C10387",8.520292,0.545455,64.12,64.12,0,0,0.166667,0.166667,0,0,0,2,7000,176.600545,76.462301,0,12,"One-Off",2,32.06,0,0,32,0,0.00121718457142857,2.30964204176905,"1"
"C10389",143.443832,0.636364,1631,0,1631,0,0.583333,0,0.583333,0,0,7,2500,2550.799492,157.269321,1,12,"Installment",7,233,0,0,233,0,0.0573775328,16.219307591466,"3"
"C10390",241.223955,0.909091,180.91,180.91,0,0,0.166667,0.166667,0,0,0,6,1400,802.858576,220.455533,0,12,"One-Off",2,90.455,0,0,30,0,0.172302825,3.64181640204059,"3"
"C10391",1528.571561,1,0,0,0,172.931118,0,0,0,0.166667,2,0,1600,353.582373,559.030296,0,12,"Cash Advance",0,0,2,86.465559,0,86,0.955357225625,0.632492327392575,"2"
"C10393",566.147105,1,0,0,0,187.572355,0,0,0,0.083333,1,0,2000,1177.661577,190.365154,0,12,"Cash Advance",0,0,1,187.572355,0,188,0.2830735525,6.1863295474759,"2"
"C10395",1077.606225,0.727273,343.21,343.21,0,1609.900552,0.25,0.25,0,0.333333,8,4,1500,930.328071,3245.693485,0,12,"One-Off",3,114.403333333333,4,402.475138,86,201,0.71840415,0.286634605300691,"2"
"C10396",1.838084,0.272727,16.5,16.5,0,0,0.083333,0.083333,0,0,0,1,6000,57.595083,67.1925,0,12,"One-Off",1,16.5,0,0,16,0,0.000306347333333333,0.857165353276035,"1"
"C10398",816.82453,0.3,42.3,42.3,0,3967.709973,0.1,0.1,0,0.2,5,1,6000,361.853722,645.320421,0,10,"One-Off",1,42.3,2,1983.8549865,42,794,0.136137421666667,0.560734962391652,"1"
"C10399",1526.506915,1,46.67,46.67,0,0,0.083333,0.083333,0,0,0,1,1800,338.413344,642.547142,0,12,"One-Off",1,46.67,0,0,47,0,0.848059397222222,0.526674732295362,"2"
"C10402",79.189929,1,699.12,0,699.12,0,1,0,1,0,0,24,2500,697.977603,183.858351,0.583333,12,"Installment",12,58.26,0,0,29,0,0.0316759716,3.79627903330864,"3"
"C10403",497.908027,1,245.39,0,245.39,0,0.583333,0,0.5,0,0,7,4000,328.796655,165.308304,0,12,"Installment",7,35.0557142857143,0,0,35,0,0.12447700675,1.98899055306986,"3"
"C10404",681.95925,1,98,98,0,0,0.166667,0.166667,0,0,0,2,4000,192.369983,221.375942,0,12,"One-Off",2,49,0,0,49,0,0.1704898125,0.868974204071371,"3"
"C10405",1535.248256,1,857.36,857.36,0,0,1,1,0,0,0,13,6550,3239.629759,411.871046,0.083333,12,"One-Off",12,71.4466666666667,0,0,66,0,0.234389046717557,7.86564093412869,"3"
"C10408",201.3504,1,600,0,600,0,0.5,0,0.416667,0,0,6,1000,249.066308,184.776562,0,12,"Installment",6,100,0,0,100,0,0.2013504,1.34793236384602,"3"
"C10409",2502.264409,1,0,0,0,2368.872642,0,0,0,0.083333,2,0,10000,541.308981,724.956358,0,12,"Cash Advance",0,0,1,2368.872642,0,1184,0.2502264409,0.746678024168732,"2"
